mcf_recid,mcf_refs,mcf_refd,site,year,mcf_id,day_c,rep_ncf,grid_id,mcf_ob1,mcf_ob2
1,1,1,T1,10,T1 10 11,1,1,1,,
2,2,2,T1,10,T1 10 21,1,1,2,,
3,3,3,T1,10,T1 10 31,1,1,3,,
4,4,4,T1,10,T1 10 41,1,1,4,,
5,5,5,T1,10,T1 10 11,1,2,1,,
6,6,6,T1,10,T1 10 21,1,2,2,,
7,7,7,T1,10,T1 10 31,1,2,3,,
8,8,8,T1,10,T1 10 41,1,2,4,,
9,9,9,T1,10,T1 10 11,1,3,1,,
10,10,10,T1,10,T1 10 21,1,3,2,,
11,11,11,T1,10,T1 10 31,1,3,3,,
12,12,12,T1,10,T1 10 41,1,3,4,,
13,13,13,T1,10,T1 10 12,2,1,1,,
14,14,2,T1,10,T1 10 22,2,1,2,,
15,15,3,T1,10,T1 10 32,2,1,3,,
16,16,4,T1,10,T1 10 42,2,1,4,,
17,17,5,T1,10,T1 10 12,2,2,1,,
18,18,6,T1,10,T1 10 22,2,2,2,,
19,19,7,T1,10,T1 10 32,2,2,3,,
20,20,8,T1,10,T1 10 42,2,2,4,,
21,21,9,T1,10,T1 10 12,2,3,1,,
22,22,10,T1,10,T1 10 22,2,3,2,,
23,23,11,T1,10,T1 10 32,2,3,3,,
24,24,12,T1,10,T1 10 42,2,3,4,,
25,25,1,T1,10,T1 10 13,3,1,1,,
26,26,2,T1,10,T1 10 23,3,1,2,,
27,27,3,T1,10,T1 10 33,3,1,3,,
28,28,4,T1,10,T1 10 43,3,1,4,,
29,29,5,T1,10,T1 10 13,3,2,1,,
30,30,6,T1,10,T1 10 23,3,2,2,,
31,31,7,T1,10,T1 10 33,3,2,3,,
32,32,8,T1,10,T1 10 43,3,2,4,,
33,33,9,T1,10,T1 10 13,3,3,1,,
34,34,10,T1,10,T1 10 23,3,3,2,,
35,35,11,T1,10,T1 10 33,3,3,3,,
36,36,12,T1,10,T1 10 43,3,3,4,,
37,37,1,T1,10,T1 10 14,4,1,1,,
38,38,2,T1,10,T1 10 24,4,1,2,,
39,39,3,T1,10,T1 10 34,4,1,3,,
40,40,4,T1,10,T1 10 44,4,1,4,,
41,41,5,T1,10,T1 10 14,4,2,1,,
42,42,6,T1,10,T1 10 24,4,2,2,,
43,43,7,T1,10,T1 10 34,4,2,3,,
44,44,8,T1,10,T1 10 44,4,2,4,,
45,45,9,T1,10,T1 10 14,4,3,1,,
46,46,10,T1,10,T1 10 24,4,3,2,,
47,47,11,T1,10,T1 10 34,4,3,3,,
48,48,12,T1,10,T1 10 44,4,3,4,,
49,49,1,T1,10,T1 10 15,5,1,1,8,
50,50,2,T1,10,T1 10 25,5,1,2,8,
51,51,3,T1,10,T1 10 35,5,1,3,50,
52,52,4,T1,10,T1 10 45,5,1,4,29,
53,53,5,T1,10,T1 10 15,5,2,1,,
54,54,6,T1,10,T1 10 25,5,2,2,,
55,55,7,T1,10,T1 10 35,5,2,3,,
56,56,8,T1,10,T1 10 45,5,2,4,,
57,57,9,T1,10,T1 10 15,5,3,1,,
58,58,10,T1,10,T1 10 25,5,3,2,,
59,59,11,T1,10,T1 10 35,5,3,3,,
60,60,12,T1,10,T1 10 45,5,3,4,,
61,61,1,T1,10,T1 10 16,6,1,1,9,
62,62,2,T1,10,T1 10 26,6,1,2,11,
63,63,3,T1,10,T1 10 36,6,1,3,50,
64,64,4,T1,10,T1 10 46,6,1,4,50,
65,65,5,T1,10,T1 10 16,6,2,1,,
66,66,6,T1,10,T1 10 26,6,2,2,,
67,67,7,T1,10,T1 10 36,6,2,3,,
68,68,8,T1,10,T1 10 46,6,2,4,,
69,69,9,T1,10,T1 10 16,6,3,1,,
70,70,10,T1,10,T1 10 26,6,3,2,,
71,71,11,T1,10,T1 10 36,6,3,3,,
72,72,12,T1,10,T1 10 46,6,3,4,,
73,73,1,T1,10,T1 10 17,7,1,1,16,
74,74,2,T1,10,T1 10 27,7,1,2,12,
75,75,3,T1,10,T1 10 37,7,1,3,50,
76,76,4,T1,10,T1 10 47,7,1,4,50,
77,77,5,T1,10,T1 10 17,7,2,1,,
78,78,6,T1,10,T1 10 27,7,2,2,,
79,79,7,T1,10,T1 10 37,7,2,3,,
80,80,8,T1,10,T1 10 47,7,2,4,,
81,81,9,T1,10,T1 10 17,7,3,1,,
82,82,10,T1,10,T1 10 27,7,3,2,,
83,83,11,T1,10,T1 10 37,7,3,3,,
84,84,12,T1,10,T1 10 47,7,3,4,,
85,85,1,T1,10,T1 10 18,8,1,1,16,
86,86,2,T1,10,T1 10 28,8,1,2,17,
87,87,3,T1,10,T1 10 38,8,1,3,50,
88,88,4,T1,10,T1 10 48,8,1,4,50,
89,89,5,T1,10,T1 10 18,8,2,1,,
90,90,6,T1,10,T1 10 28,8,2,2,,
91,91,7,T1,10,T1 10 38,8,2,3,,
92,92,8,T1,10,T1 10 48,8,2,4,,
93,93,9,T1,10,T1 10 18,8,3,1,,
94,94,10,T1,10,T1 10 28,8,3,2,,
95,95,11,T1,10,T1 10 38,8,3,3,,
96,96,12,T1,10,T1 10 48,8,3,4,,
97,97,1,T1,10,T1 10 19,9,1,1,22,
98,98,2,T1,10,T1 10 29,9,1,2,14,
99,99,3,T1,10,T1 10 39,9,1,3,50,
100,100,4,T1,10,T1 10 49,9,1,4,50,
101,101,5,T1,10,T1 10 19,9,2,1,,
102,102,6,T1,10,T1 10 29,9,2,2,,
103,103,7,T1,10,T1 10 39,9,2,3,,
104,104,8,T1,10,T1 10 49,9,2,4,,
105,105,9,T1,10,T1 10 19,9,3,1,,
106,106,10,T1,10,T1 10 29,9,3,2,,
107,107,11,T1,10,T1 10 39,9,3,3,,
108,108,12,T1,10,T1 10 49,9,3,4,,
109,109,1,T1,10,T1 10 110,10,1,1,,
110,110,2,T1,10,T1 10 210,10,1,2,,
111,111,3,T1,10,T1 10 310,10,1,3,,
112,112,4,T1,10,T1 10 410,10,1,4,,
113,113,5,T1,10,T1 10 110,10,2,1,,
114,114,6,T1,10,T1 10 210,10,2,2,,
115,115,7,T1,10,T1 10 310,10,2,3,,
116,116,8,T1,10,T1 10 410,10,2,4,,
117,117,9,T1,10,T1 10 110,10,3,1,,
118,118,10,T1,10,T1 10 210,10,3,2,,
119,119,11,T1,10,T1 10 310,10,3,3,,
120,120,12,T1,10,T1 10 410,10,3,4,,
121,121,1,T1,10,T1 10 111,11,1,1,,
122,122,2,T1,10,T1 10 211,11,1,2,,
123,123,3,T1,10,T1 10 311,11,1,3,,
124,124,4,T1,10,T1 10 411,11,1,4,,
125,125,5,T1,10,T1 10 111,11,2,1,,
126,126,6,T1,10,T1 10 211,11,2,2,,
127,127,7,T1,10,T1 10 311,11,2,3,,
128,128,8,T1,10,T1 10 411,11,2,4,,
129,129,9,T1,10,T1 10 111,11,3,1,,
130,130,10,T1,10,T1 10 211,11,3,2,,
131,131,11,T1,10,T1 10 311,11,3,3,,
132,132,12,T1,10,T1 10 411,11,3,4,,
133,133,1,T1,10,T1 10 112,12,1,1,,
134,134,2,T1,10,T1 10 212,12,1,2,,
135,135,3,T1,10,T1 10 312,12,1,3,,
136,136,4,T1,10,T1 10 412,12,1,4,,
137,137,5,T1,10,T1 10 112,12,2,1,,
138,138,6,T1,10,T1 10 212,12,2,2,,
139,139,7,T1,10,T1 10 312,12,2,3,,
140,140,8,T1,10,T1 10 412,12,2,4,,
141,141,9,T1,10,T1 10 112,12,3,1,,
142,142,10,T1,10,T1 10 212,12,3,2,,
143,143,11,T1,10,T1 10 312,12,3,3,,
144,144,12,T1,10,T1 10 412,12,3,4,,
145,145,1,T1,10,T1 10 113,13,1,1,,
146,146,2,T1,10,T1 10 213,13,1,2,,
147,147,3,T1,10,T1 10 313,13,1,3,,
148,148,4,T1,10,T1 10 413,13,1,4,,
149,149,5,T1,10,T1 10 113,13,2,1,,
150,150,6,T1,10,T1 10 213,13,2,2,,
151,151,7,T1,10,T1 10 313,13,2,3,,
152,152,8,T1,10,T1 10 413,13,2,4,,
153,153,9,T1,10,T1 10 113,13,3,1,,
154,154,10,T1,10,T1 10 213,13,3,2,,
155,155,11,T1,10,T1 10 313,13,3,3,,
156,156,12,T1,10,T1 10 413,13,3,4,,
157,157,1,T1,10,T1 10 114,14,1,1,,
158,158,2,T1,10,T1 10 214,14,1,2,,
159,159,3,T1,10,T1 10 314,14,1,3,,
160,160,4,T1,10,T1 10 414,14,1,4,,
161,161,5,T1,10,T1 10 114,14,2,1,,
162,162,6,T1,10,T1 10 214,14,2,2,,
163,163,7,T1,10,T1 10 314,14,2,3,,
164,164,8,T1,10,T1 10 414,14,2,4,,
165,165,9,T1,10,T1 10 114,14,3,1,,
166,166,10,T1,10,T1 10 214,14,3,2,,
167,167,11,T1,10,T1 10 314,14,3,3,,
168,168,12,T1,10,T1 10 414,14,3,4,,
169,169,1,T1,10,T1 10 115,15,1,1,,
170,170,2,T1,10,T1 10 215,15,1,2,,
171,171,3,T1,10,T1 10 315,15,1,3,,
172,172,4,T1,10,T1 10 415,15,1,4,,
173,173,5,T1,10,T1 10 115,15,2,1,,
174,174,6,T1,10,T1 10 215,15,2,2,,
175,175,7,T1,10,T1 10 315,15,2,3,,
176,176,8,T1,10,T1 10 415,15,2,4,,
177,177,9,T1,10,T1 10 115,15,3,1,,
178,178,10,T1,10,T1 10 215,15,3,2,,
179,179,11,T1,10,T1 10 315,15,3,3,,
180,180,12,T1,10,T1 10 415,15,3,4,,
181,181,1,T1,10,T1 10 116,16,1,1,,
182,182,2,T1,10,T1 10 216,16,1,2,,
183,183,3,T1,10,T1 10 316,16,1,3,,
184,184,4,T1,10,T1 10 416,16,1,4,,
185,185,5,T1,10,T1 10 116,16,2,1,,
186,186,6,T1,10,T1 10 216,16,2,2,,
187,187,7,T1,10,T1 10 316,16,2,3,,
188,188,8,T1,10,T1 10 416,16,2,4,,
189,189,9,T1,10,T1 10 116,16,3,1,,
190,190,10,T1,10,T1 10 216,16,3,2,,
191,191,11,T1,10,T1 10 316,16,3,3,,
192,192,12,T1,10,T1 10 416,16,3,4,,
193,1,1,P2,10,P2 10 11,1,1,1,10,
194,2,2,P2,10,P2 10 21,1,1,2,16,
195,3,3,P2,10,P2 10 31,1,1,3,8,
196,4,4,P2,10,P2 10 41,1,1,4,8,
197,5,5,P2,10,P2 10 11,1,2,1,,
198,6,6,P2,10,P2 10 21,1,2,2,,
199,7,7,P2,10,P2 10 31,1,2,3,,
200,8,8,P2,10,P2 10 41,1,2,4,,
201,9,9,P2,10,P2 10 11,1,3,1,,
202,10,10,P2,10,P2 10 21,1,3,2,,
203,11,11,P2,10,P2 10 31,1,3,3,,
204,12,12,P2,10,P2 10 41,1,3,4,,
205,13,1,P2,10,P2 10 12,2,1,1,,
206,14,2,P2,10,P2 10 22,2,1,2,,
207,15,3,P2,10,P2 10 32,2,1,3,,
208,16,4,P2,10,P2 10 42,2,1,4,,
209,17,5,P2,10,P2 10 12,2,2,1,,
210,18,6,P2,10,P2 10 22,2,2,2,,
211,19,7,P2,10,P2 10 32,2,2,3,,
212,20,8,P2,10,P2 10 42,2,2,4,,
213,21,9,P2,10,P2 10 12,2,3,1,,
214,22,10,P2,10,P2 10 22,2,3,2,,
215,23,11,P2,10,P2 10 32,2,3,3,,
216,24,12,P2,10,P2 10 42,2,3,4,,
217,25,1,P2,10,P2 10 13,3,1,1,10,
218,26,2,P2,10,P2 10 23,3,1,2,7,
219,27,3,P2,10,P2 10 33,3,1,3,8,
220,28,4,P2,10,P2 10 43,3,1,4,8,
221,29,5,P2,10,P2 10 13,3,2,1,,
222,30,6,P2,10,P2 10 23,3,2,2,,
223,31,7,P2,10,P2 10 33,3,2,3,,
224,32,8,P2,10,P2 10 43,3,2,4,,
225,33,9,P2,10,P2 10 13,3,3,1,,
226,34,10,P2,10,P2 10 23,3,3,2,,
227,35,11,P2,10,P2 10 33,3,3,3,,
228,36,12,P2,10,P2 10 43,3,3,4,,
229,37,1,P2,10,P2 10 14,4,1,1,,
230,38,2,P2,10,P2 10 24,4,1,2,,
231,39,3,P2,10,P2 10 34,4,1,3,,
232,40,4,P2,10,P2 10 44,4,1,4,,
233,41,5,P2,10,P2 10 14,4,2,1,,
234,42,6,P2,10,P2 10 24,4,2,2,,
235,43,7,P2,10,P2 10 34,4,2,3,,
236,44,8,P2,10,P2 10 44,4,2,4,,
237,45,9,P2,10,P2 10 14,4,3,1,,
238,46,10,P2,10,P2 10 24,4,3,2,,
239,47,11,P2,10,P2 10 34,4,3,3,,
240,48,12,P2,10,P2 10 44,4,3,4,,
241,49,1,P2,10,P2 10 15,5,1,1,13,
242,50,2,P2,10,P2 10 25,5,1,2,13,
243,51,3,P2,10,P2 10 35,5,1,3,9,
244,52,4,P2,10,P2 10 45,5,1,4,7,
245,53,5,P2,10,P2 10 15,5,2,1,,
246,54,6,P2,10,P2 10 25,5,2,2,,
247,55,7,P2,10,P2 10 35,5,2,3,,
248,56,8,P2,10,P2 10 45,5,2,4,,
249,57,9,P2,10,P2 10 15,5,3,1,,
250,58,10,P2,10,P2 10 25,5,3,2,,
251,59,11,P2,10,P2 10 35,5,3,3,,
252,60,12,P2,10,P2 10 45,5,3,4,,
253,61,1,P2,10,P2 10 16,6,1,1,13,
254,62,2,P2,10,P2 10 26,6,1,2,18,
255,63,3,P2,10,P2 10 36,6,1,3,10,
256,64,4,P2,10,P2 10 46,6,1,4,7,
257,65,5,P2,10,P2 10 16,6,2,1,,
258,66,6,P2,10,P2 10 26,6,2,2,,
259,67,7,P2,10,P2 10 36,6,2,3,,
260,68,8,P2,10,P2 10 46,6,2,4,,
261,69,9,P2,10,P2 10 16,6,3,1,,
262,70,10,P2,10,P2 10 26,6,3,2,,
263,71,11,P2,10,P2 10 36,6,3,3,,
264,72,12,P2,10,P2 10 46,6,3,4,,
265,73,1,P2,10,P2 10 17,7,1,1,13,
266,74,2,P2,10,P2 10 27,7,1,2,20,
267,75,3,P2,10,P2 10 37,7,1,3,9,
268,76,4,P2,10,P2 10 47,7,1,4,7,
269,77,5,P2,10,P2 10 17,7,2,1,,
270,78,6,P2,10,P2 10 27,7,2,2,,
271,79,7,P2,10,P2 10 37,7,2,3,,
272,80,8,P2,10,P2 10 47,7,2,4,,
273,81,9,P2,10,P2 10 17,7,3,1,,
274,82,10,P2,10,P2 10 27,7,3,2,,
275,83,11,P2,10,P2 10 37,7,3,3,,
276,84,12,P2,10,P2 10 47,7,3,4,,
277,85,1,P2,10,P2 10 18,8,1,1,12,
278,86,2,P2,10,P2 10 28,8,1,2,17,
279,87,3,P2,10,P2 10 38,8,1,3,10,
280,88,4,P2,10,P2 10 48,8,1,4,7,
281,89,5,P2,10,P2 10 18,8,2,1,,
282,90,6,P2,10,P2 10 28,8,2,2,,
283,91,7,P2,10,P2 10 38,8,2,3,,
284,92,8,P2,10,P2 10 48,8,2,4,,
285,93,9,P2,10,P2 10 18,8,3,1,,
286,94,10,P2,10,P2 10 28,8,3,2,,
287,95,11,P2,10,P2 10 38,8,3,3,,
288,96,12,P2,10,P2 10 48,8,3,4,,
289,97,1,P2,10,P2 10 19,9,1,1,12,
290,98,2,P2,10,P2 10 29,9,1,2,16,
291,99,3,P2,10,P2 10 39,9,1,3,10,
292,100,4,P2,10,P2 10 49,9,1,4,6,
293,101,5,P2,10,P2 10 19,9,2,1,,
294,102,6,P2,10,P2 10 29,9,2,2,,
295,103,7,P2,10,P2 10 39,9,2,3,,
296,104,8,P2,10,P2 10 49,9,2,4,,
297,105,9,P2,10,P2 10 19,9,3,1,,
298,106,10,P2,10,P2 10 29,9,3,2,,
299,107,11,P2,10,P2 10 39,9,3,3,,
300,108,12,P2,10,P2 10 49,9,3,4,,
301,109,1,P2,10,P2 10 110,10,1,1,,
302,110,2,P2,10,P2 10 210,10,1,2,,
303,111,3,P2,10,P2 10 310,10,1,3,,
304,112,4,P2,10,P2 10 410,10,1,4,,
305,113,5,P2,10,P2 10 110,10,2,1,,
306,114,6,P2,10,P2 10 210,10,2,2,,
307,115,7,P2,10,P2 10 310,10,2,3,,
308,116,8,P2,10,P2 10 410,10,2,4,,
309,117,9,P2,10,P2 10 110,10,3,1,,
310,118,10,P2,10,P2 10 210,10,3,2,,
311,119,11,P2,10,P2 10 310,10,3,3,,
312,120,12,P2,10,P2 10 410,10,3,4,,
313,121,1,P2,10,P2 10 111,11,1,1,,
314,122,2,P2,10,P2 10 211,11,1,2,,
315,123,3,P2,10,P2 10 311,11,1,3,,
316,124,4,P2,10,P2 10 411,11,1,4,,
317,125,5,P2,10,P2 10 111,11,2,1,,
318,126,6,P2,10,P2 10 211,11,2,2,,
319,127,7,P2,10,P2 10 311,11,2,3,,
320,128,8,P2,10,P2 10 411,11,2,4,,
321,129,9,P2,10,P2 10 111,11,3,1,,
322,130,10,P2,10,P2 10 211,11,3,2,,
323,131,11,P2,10,P2 10 311,11,3,3,,
324,132,12,P2,10,P2 10 411,11,3,4,,
325,133,1,P2,10,P2 10 112,12,1,1,,
326,134,2,P2,10,P2 10 212,12,1,2,,
327,135,3,P2,10,P2 10 312,12,1,3,,
328,136,4,P2,10,P2 10 412,12,1,4,,
329,137,5,P2,10,P2 10 112,12,2,1,,
330,138,6,P2,10,P2 10 212,12,2,2,,
331,139,7,P2,10,P2 10 312,12,2,3,,
332,140,8,P2,10,P2 10 412,12,2,4,,
333,141,9,P2,10,P2 10 112,12,3,1,,
334,142,10,P2,10,P2 10 212,12,3,2,,
335,143,11,P2,10,P2 10 312,12,3,3,,
336,144,12,P2,10,P2 10 412,12,3,4,,
337,145,1,P2,10,P2 10 113,13,1,1,,
338,146,2,P2,10,P2 10 213,13,1,2,,
339,147,3,P2,10,P2 10 313,13,1,3,,
340,148,4,P2,10,P2 10 413,13,1,4,,
341,149,5,P2,10,P2 10 113,13,2,1,,
342,150,6,P2,10,P2 10 213,13,2,2,,
343,151,7,P2,10,P2 10 313,13,2,3,,
344,152,8,P2,10,P2 10 413,13,2,4,,
345,153,9,P2,10,P2 10 113,13,3,1,,
346,154,10,P2,10,P2 10 213,13,3,2,,
347,155,11,P2,10,P2 10 313,13,3,3,,
348,156,12,P2,10,P2 10 413,13,3,4,,
349,157,1,P2,10,P2 10 114,14,1,1,,
350,158,2,P2,10,P2 10 214,14,1,2,,
351,159,3,P2,10,P2 10 314,14,1,3,,
352,160,4,P2,10,P2 10 414,14,1,4,,
353,161,5,P2,10,P2 10 114,14,2,1,,
354,162,6,P2,10,P2 10 214,14,2,2,,
355,163,7,P2,10,P2 10 314,14,2,3,,
356,164,8,P2,10,P2 10 414,14,2,4,,
357,165,9,P2,10,P2 10 114,14,3,1,,
358,166,10,P2,10,P2 10 214,14,3,2,,
359,167,11,P2,10,P2 10 314,14,3,3,,
360,168,12,P2,10,P2 10 414,14,3,4,,
361,169,1,P2,10,P2 10 115,15,1,1,,
362,170,2,P2,10,P2 10 215,15,1,2,,
363,171,3,P2,10,P2 10 315,15,1,3,,
364,172,4,P2,10,P2 10 415,15,1,4,,
365,173,5,P2,10,P2 10 115,15,2,1,,
366,174,6,P2,10,P2 10 215,15,2,2,,
367,175,7,P2,10,P2 10 315,15,2,3,,
368,176,8,P2,10,P2 10 415,15,2,4,,
369,177,9,P2,10,P2 10 115,15,3,1,,
370,178,10,P2,10,P2 10 215,15,3,2,,
371,179,11,P2,10,P2 10 315,15,3,3,,
372,180,12,P2,10,P2 10 415,15,3,4,,
373,181,1,P2,10,P2 10 116,16,1,1,,
374,182,2,P2,10,P2 10 216,16,1,2,,
375,183,3,P2,10,P2 10 316,16,1,3,,
376,184,4,P2,10,P2 10 416,16,1,4,,
377,185,5,P2,10,P2 10 116,16,2,1,,
378,186,6,P2,10,P2 10 216,16,2,2,,
379,187,7,P2,10,P2 10 316,16,2,3,,
380,188,8,P2,10,P2 10 416,16,2,4,,
381,189,9,P2,10,P2 10 116,16,3,1,,
382,190,10,P2,10,P2 10 216,16,3,2,,
383,191,11,P2,10,P2 10 316,16,3,3,,
384,192,12,P2,10,P2 10 416,16,3,4,,
385,1,1,T1,11,T1 11 11,1,1,1,,
386,2,2,T1,11,T1 11 21,1,1,2,,
387,3,3,T1,11,T1 11 31,1,1,3,,
388,4,4,T1,11,T1 11 41,1,1,4,,
389,5,5,T1,11,T1 11 11,1,2,1,,
390,6,6,T1,11,T1 11 21,1,2,2,,
391,7,7,T1,11,T1 11 31,1,2,3,,
392,8,8,T1,11,T1 11 41,1,2,4,,
393,9,9,T1,11,T1 11 11,1,3,1,,
394,10,10,T1,11,T1 11 21,1,3,2,,
395,11,11,T1,11,T1 11 31,1,3,3,,
396,12,12,T1,11,T1 11 41,1,3,4,,
397,13,13,T1,11,T1 11 12,2,1,1,,
398,14,2,T1,11,T1 11 22,2,1,2,,
399,15,3,T1,11,T1 11 32,2,1,3,,
400,16,4,T1,11,T1 11 42,2,1,4,,
401,17,5,T1,11,T1 11 12,2,2,1,,
402,18,6,T1,11,T1 11 22,2,2,2,,
403,19,7,T1,11,T1 11 32,2,2,3,,
404,20,8,T1,11,T1 11 42,2,2,4,,
405,21,9,T1,11,T1 11 12,2,3,1,,
406,22,10,T1,11,T1 11 22,2,3,2,,
407,23,11,T1,11,T1 11 32,2,3,3,,
408,24,12,T1,11,T1 11 42,2,3,4,,
409,25,1,T1,11,T1 11 13,3,1,1,,
410,26,2,T1,11,T1 11 23,3,1,2,,
411,27,3,T1,11,T1 11 33,3,1,3,,
412,28,4,T1,11,T1 11 43,3,1,4,,
413,29,5,T1,11,T1 11 13,3,2,1,,
414,30,6,T1,11,T1 11 23,3,2,2,,
415,31,7,T1,11,T1 11 33,3,2,3,,
416,32,8,T1,11,T1 11 43,3,2,4,,
417,33,9,T1,11,T1 11 13,3,3,1,,
418,34,10,T1,11,T1 11 23,3,3,2,,
419,35,11,T1,11,T1 11 33,3,3,3,,
420,36,12,T1,11,T1 11 43,3,3,4,,
421,37,1,T1,11,T1 11 14,4,1,1,,
422,38,2,T1,11,T1 11 24,4,1,2,,
423,39,3,T1,11,T1 11 34,4,1,3,,
424,40,4,T1,11,T1 11 44,4,1,4,,
425,41,5,T1,11,T1 11 14,4,2,1,,
426,42,6,T1,11,T1 11 24,4,2,2,,
427,43,7,T1,11,T1 11 34,4,2,3,,
428,44,8,T1,11,T1 11 44,4,2,4,,
429,45,9,T1,11,T1 11 14,4,3,1,,
430,46,10,T1,11,T1 11 24,4,3,2,,
431,47,11,T1,11,T1 11 34,4,3,3,,
432,48,12,T1,11,T1 11 44,4,3,4,,
433,49,1,T1,11,T1 11 15,5,1,1,,
434,50,2,T1,11,T1 11 25,5,1,2,,
435,51,3,T1,11,T1 11 35,5,1,3,,
436,52,4,T1,11,T1 11 45,5,1,4,,
437,53,5,T1,11,T1 11 15,5,2,1,,
438,54,6,T1,11,T1 11 25,5,2,2,,
439,55,7,T1,11,T1 11 35,5,2,3,,
440,56,8,T1,11,T1 11 45,5,2,4,,
441,57,9,T1,11,T1 11 15,5,3,1,,
442,58,10,T1,11,T1 11 25,5,3,2,,
443,59,11,T1,11,T1 11 35,5,3,3,,
444,60,12,T1,11,T1 11 45,5,3,4,,
445,61,1,T1,11,T1 11 16,6,1,1,,
446,62,2,T1,11,T1 11 26,6,1,2,,
447,63,3,T1,11,T1 11 36,6,1,3,,
448,64,4,T1,11,T1 11 46,6,1,4,,
449,65,5,T1,11,T1 11 16,6,2,1,,
450,66,6,T1,11,T1 11 26,6,2,2,,
451,67,7,T1,11,T1 11 36,6,2,3,,
452,68,8,T1,11,T1 11 46,6,2,4,,
453,69,9,T1,11,T1 11 16,6,3,1,,
454,70,10,T1,11,T1 11 26,6,3,2,,
455,71,11,T1,11,T1 11 36,6,3,3,,
456,72,12,T1,11,T1 11 46,6,3,4,,
457,73,1,T1,11,T1 11 17,7,1,1,,
458,74,2,T1,11,T1 11 27,7,1,2,,
459,75,3,T1,11,T1 11 37,7,1,3,,
460,76,4,T1,11,T1 11 47,7,1,4,,
461,77,5,T1,11,T1 11 17,7,2,1,,
462,78,6,T1,11,T1 11 27,7,2,2,,
463,79,7,T1,11,T1 11 37,7,2,3,,
464,80,8,T1,11,T1 11 47,7,2,4,,
465,81,9,T1,11,T1 11 17,7,3,1,,
466,82,10,T1,11,T1 11 27,7,3,2,,
467,83,11,T1,11,T1 11 37,7,3,3,,
468,84,12,T1,11,T1 11 47,7,3,4,,
469,85,1,T1,11,T1 11 18,8,1,1,,
470,86,2,T1,11,T1 11 28,8,1,2,,
471,87,3,T1,11,T1 11 38,8,1,3,,
472,88,4,T1,11,T1 11 48,8,1,4,,
473,89,5,T1,11,T1 11 18,8,2,1,,
474,90,6,T1,11,T1 11 28,8,2,2,,
475,91,7,T1,11,T1 11 38,8,2,3,,
476,92,8,T1,11,T1 11 48,8,2,4,,
477,93,9,T1,11,T1 11 18,8,3,1,,
478,94,10,T1,11,T1 11 28,8,3,2,,
479,95,11,T1,11,T1 11 38,8,3,3,,
480,96,12,T1,11,T1 11 48,8,3,4,,
481,97,1,T1,11,T1 11 19,9,1,1,,
482,98,2,T1,11,T1 11 29,9,1,2,,
483,99,3,T1,11,T1 11 39,9,1,3,,
484,100,4,T1,11,T1 11 49,9,1,4,,
485,101,5,T1,11,T1 11 19,9,2,1,,
486,102,6,T1,11,T1 11 29,9,2,2,,
487,103,7,T1,11,T1 11 39,9,2,3,,
488,104,8,T1,11,T1 11 49,9,2,4,,
489,105,9,T1,11,T1 11 19,9,3,1,,
490,106,10,T1,11,T1 11 29,9,3,2,,
491,107,11,T1,11,T1 11 39,9,3,3,,
492,108,12,T1,11,T1 11 49,9,3,4,,
493,109,1,T1,11,T1 11 110,10,1,1,,
494,110,2,T1,11,T1 11 210,10,1,2,,
495,111,3,T1,11,T1 11 310,10,1,3,,
496,112,4,T1,11,T1 11 410,10,1,4,,
497,113,5,T1,11,T1 11 110,10,2,1,,
498,114,6,T1,11,T1 11 210,10,2,2,,
499,115,7,T1,11,T1 11 310,10,2,3,,
500,116,8,T1,11,T1 11 410,10,2,4,,
501,117,9,T1,11,T1 11 110,10,3,1,,
502,118,10,T1,11,T1 11 210,10,3,2,,
503,119,11,T1,11,T1 11 310,10,3,3,,
504,120,12,T1,11,T1 11 410,10,3,4,,
505,121,1,T1,11,T1 11 111,11,1,1,,
506,122,2,T1,11,T1 11 211,11,1,2,,
507,123,3,T1,11,T1 11 311,11,1,3,,
508,124,4,T1,11,T1 11 411,11,1,4,,
509,125,5,T1,11,T1 11 111,11,2,1,,
510,126,6,T1,11,T1 11 211,11,2,2,,
511,127,7,T1,11,T1 11 311,11,2,3,,
512,128,8,T1,11,T1 11 411,11,2,4,,
513,129,9,T1,11,T1 11 111,11,3,1,,
514,130,10,T1,11,T1 11 211,11,3,2,,
515,131,11,T1,11,T1 11 311,11,3,3,,
516,132,12,T1,11,T1 11 411,11,3,4,,
517,133,1,T1,11,T1 11 112,12,1,1,,
518,134,2,T1,11,T1 11 212,12,1,2,,
519,135,3,T1,11,T1 11 312,12,1,3,,
520,136,4,T1,11,T1 11 412,12,1,4,,
521,137,5,T1,11,T1 11 112,12,2,1,,
522,138,6,T1,11,T1 11 212,12,2,2,,
523,139,7,T1,11,T1 11 312,12,2,3,,
524,140,8,T1,11,T1 11 412,12,2,4,,
525,141,9,T1,11,T1 11 112,12,3,1,,
526,142,10,T1,11,T1 11 212,12,3,2,,
527,143,11,T1,11,T1 11 312,12,3,3,,
528,144,12,T1,11,T1 11 412,12,3,4,,
529,145,1,T1,11,T1 11 113,13,1,1,,
530,146,2,T1,11,T1 11 213,13,1,2,,
531,147,3,T1,11,T1 11 313,13,1,3,,
532,148,4,T1,11,T1 11 413,13,1,4,,
533,149,5,T1,11,T1 11 113,13,2,1,,
534,150,6,T1,11,T1 11 213,13,2,2,,
