mca_recid,mca_refsite,mca_refd,site,year,img_fid,img_flink,day_c,img_c,grid_id,autoc
1,1,1,T1,10,110111,T110111.jpg,1,1,1,
2,2,2,T1,10,110121,T110121.jpg,1,1,2,
3,3,3,T1,10,110131,T110131.jpg,1,1,3,
4,4,4,T1,10,110141,T110141.jpg,1,1,4,
5,5,5,T1,10,110211,T110211.jpg,1,2,1,
6,6,6,T1,10,110221,T110221.jpg,1,2,2,
7,7,7,T1,10,110231,T110231.jpg,1,2,3,
8,8,8,T1,10,110241,T110241.jpg,1,2,4,
9,9,9,T1,10,110311,T110311.jpg,1,3,1,
10,10,10,T1,10,110321,T110321.jpg,1,3,2,
11,11,11,T1,10,110331,T110331.jpg,1,3,3,
12,12,12,T1,10,110341,T110341.jpg,1,3,4,
13,13,1,T1,10,110112,T110112.jpg,2,1,1,
14,14,2,T1,10,110122,T110122.jpg,2,1,2,
15,15,3,T1,10,110132,T110132.jpg,2,1,3,
16,16,4,T1,10,110142,T110142.jpg,2,1,4,
17,17,5,T1,10,110212,T110212.jpg,2,2,1,
18,18,6,T1,10,110222,T110222.jpg,2,2,2,
19,19,7,T1,10,110232,T110232.jpg,2,2,3,
20,20,8,T1,10,110242,T110242.jpg,2,2,4,
21,21,9,T1,10,110312,T110312.jpg,2,3,1,
22,22,10,T1,10,110322,T110322.jpg,2,3,2,
23,23,11,T1,10,110332,T110332.jpg,2,3,3,
24,24,12,T1,10,110342,T110342.jpg,2,3,4,
25,25,1,T1,10,110113,T110113.jpg,3,1,1,
26,26,2,T1,10,110123,T110123.jpg,3,1,2,
27,27,3,T1,10,110133,T110133.jpg,3,1,3,
28,28,4,T1,10,110143,T110143.jpg,3,1,4,
29,29,5,T1,10,110213,T110213.jpg,3,2,1,
30,30,6,T1,10,110223,T110223.jpg,3,2,2,
31,31,7,T1,10,110233,T110233.jpg,3,2,3,
32,32,8,T1,10,110243,T110243.jpg,3,2,4,
33,33,9,T1,10,110313,T110313.jpg,3,3,1,
34,34,10,T1,10,110323,T110323.jpg,3,3,2,
35,35,11,T1,10,110333,T110333.jpg,3,3,3,
36,36,12,T1,10,110343,T110343.jpg,3,3,4,
37,37,1,T1,10,110114,T110114.jpg,4,1,1,
38,38,2,T1,10,110124,T110124.jpg,4,1,2,
39,39,3,T1,10,110134,T110134.jpg,4,1,3,
40,40,4,T1,10,110144,T110144.jpg,4,1,4,
41,41,5,T1,10,110214,T110214.jpg,4,2,1,
42,42,6,T1,10,110224,T110224.jpg,4,2,2,
43,43,7,T1,10,110234,T110234.jpg,4,2,3,
44,44,8,T1,10,110244,T110244.jpg,4,2,4,
45,45,9,T1,10,110314,T110314.jpg,4,3,1,
46,46,10,T1,10,110324,T110324.jpg,4,3,2,
47,47,11,T1,10,110334,T110334.jpg,4,3,3,
48,48,12,T1,10,110344,T110344.jpg,4,3,4,
49,49,1,T1,10,110115,T110115.jpg,5,1,1,
50,50,2,T1,10,110125,T110125.jpg,5,1,2,
51,51,3,T1,10,110135,T110135.jpg,5,1,3,
52,52,4,T1,10,110145,T110145.jpg,5,1,4,
53,53,5,T1,10,110215,T110215.jpg,5,2,1,
54,54,6,T1,10,110225,T110225.jpg,5,2,2,
55,55,7,T1,10,110235,T110235.jpg,5,2,3,
56,56,8,T1,10,110245,T110245.jpg,5,2,4,
57,57,9,T1,10,110315,T110315.jpg,5,3,1,
58,58,10,T1,10,110325,T110325.jpg,5,3,2,
59,59,11,T1,10,110335,T110335.jpg,5,3,3,
60,60,12,T1,10,110346,T110346.jpg,6,3,4,
61,61,1,T1,10,110116,T110116.jpg,6,1,1,
62,62,2,T1,10,110126,T110126.jpg,6,1,2,
63,63,3,T1,10,110136,T110136.jpg,6,1,3,
64,64,4,T1,10,110146,T110146.jpg,6,1,4,
65,65,5,T1,10,110216,T110216.jpg,6,2,1,
66,66,6,T1,10,110226,T110226.jpg,6,2,2,
67,67,7,T1,10,110236,T110236.jpg,6,2,3,
68,68,8,T1,10,110246,T110246.jpg,6,2,4,
69,69,9,T1,10,110316,T110316.jpg,6,3,1,
70,70,10,T1,10,110326,T110326.jpg,6,3,2,
71,71,11,T1,10,110336,T110336.jpg,6,3,3,
72,72,12,T1,10,110346,T110346.jpg,6,3,4,
73,73,1,T1,10,110117,T110117.jpg,7,1,1,
74,74,2,T1,10,110127,T110127.jpg,7,1,2,
75,75,3,T1,10,110137,T110137.jpg,7,1,3,
76,76,4,T1,10,110147,T110147.jpg,7,1,4,
77,77,5,T1,10,110217,T110217.jpg,7,2,1,
78,78,6,T1,10,110227,T110227.jpg,7,2,2,
79,79,7,T1,10,110237,T110237.jpg,7,2,3,
80,80,8,T1,10,110247,T110247.jpg,7,2,4,
81,81,9,T1,10,110317,T110317.jpg,7,3,1,
82,82,10,T1,10,110327,T110327.jpg,7,3,2,
83,83,11,T1,10,110337,T110337.jpg,7,3,3,
84,84,12,T1,10,110347,T110347.jpg,7,3,4,
85,85,1,T1,10,110118,T110118.jpg,8,1,1,
86,86,2,T1,10,110128,T110128.jpg,8,1,2,
87,87,3,T1,10,110138,T110138.jpg,8,1,3,
88,88,4,T1,10,110148,T110148.jpg,8,1,4,
89,89,5,T1,10,110218,T110218.jpg,8,2,1,
90,90,6,T1,10,110228,T110228.jpg,8,2,2,
91,91,7,T1,10,110238,T110238.jpg,8,2,3,
92,92,8,T1,10,110248,T110248.jpg,8,2,4,
93,93,9,T1,10,110318,T110318.jpg,8,3,1,
94,94,10,T1,10,110328,T110328.jpg,8,3,2,
95,95,11,T1,10,110338,T110338.jpg,8,3,3,
96,96,12,T1,10,110348,T110348.jpg,8,3,4,
97,97,1,T1,10,110119,T110119.jpg,9,1,1,
98,98,2,T1,10,110129,T110129.jpg,9,1,2,
99,99,3,T1,10,110139,T110139.jpg,9,1,3,
100,100,4,T1,10,110149,T110149.jpg,9,1,4,
101,101,5,T1,10,110219,T110219.jpg,9,2,1,
102,102,6,T1,10,110229,T110229.jpg,9,2,2,
103,103,7,T1,10,110239,T110239.jpg,9,2,3,
104,104,8,T1,10,110249,T110249.jpg,9,2,4,
105,105,9,T1,10,110319,T110319.jpg,9,3,1,
106,106,10,T1,10,110329,T110329.jpg,9,3,2,
107,107,11,T1,10,110339,T110339.jpg,9,3,3,
108,108,12,T1,10,110349,T110349.jpg,9,3,4,
109,109,1,T1,10,1101110,T1101110.jpg,10,1,1,
110,110,2,T1,10,1101210,T1101210.jpg,10,1,2,
111,111,3,T1,10,1101310,T1101310.jpg,10,1,3,
112,112,4,T1,10,1101410,T1101410.jpg,10,1,4,
113,113,5,T1,10,1102110,T1102110.jpg,10,2,1,
114,114,6,T1,10,1102210,T1102210.jpg,10,2,2,
115,115,7,T1,10,1102310,T1102310.jpg,10,2,3,
116,116,8,T1,10,1102410,T1102410.jpg,10,2,4,
117,117,9,T1,10,1103110,T1103110.jpg,10,3,1,
118,118,10,T1,10,1103210,T1103210.jpg,10,3,2,
119,119,11,T1,10,1103310,T1103310.jpg,10,3,3,
120,120,12,T1,10,1103410,T1103410.jpg,10,3,4,
121,121,1,T1,10,1101111,T1101111.jpg,11,1,1,
122,122,2,T1,10,1101211,T1101211.jpg,11,1,2,
123,123,3,T1,10,1101311,T1101311.jpg,11,1,3,
124,124,4,T1,10,1101411,T1101411.jpg,11,1,4,
125,125,5,T1,10,1102111,T1102111.jpg,11,2,1,
126,126,6,T1,10,1102211,T1102211.jpg,11,2,2,
127,127,7,T1,10,1102311,T1102311.jpg,11,2,3,
128,128,8,T1,10,1102411,T1102411.jpg,11,2,4,
129,129,9,T1,10,1103111,T1103111.jpg,11,3,1,
130,130,10,T1,10,1103211,T1103211.jpg,11,3,2,
131,131,11,T1,10,1103311,T1103311.jpg,11,3,3,
132,132,12,T1,10,1103412,T1103412.jpg,12,3,4,
133,133,1,T1,10,1101112,T1101112.jpg,12,1,1,
134,134,2,T1,10,1101212,T1101212.jpg,12,1,2,
135,135,3,T1,10,1101312,T1101312.jpg,12,1,3,
136,136,4,T1,10,1101412,T1101412.jpg,12,1,4,
137,137,5,T1,10,1102112,T1102112.jpg,12,2,1,
138,138,6,T1,10,1102212,T1102212.jpg,12,2,2,
139,139,7,T1,10,1102312,T1102312.jpg,12,2,3,
140,140,8,T1,10,1102412,T1102412.jpg,12,2,4,
141,141,9,T1,10,1103112,T1103112.jpg,12,3,1,
142,142,10,T1,10,1103212,T1103212.jpg,12,3,2,
143,143,11,T1,10,1103312,T1103312.jpg,12,3,3,
144,144,12,T1,10,1103412,T1103412.jpg,12,3,4,
145,145,1,T1,10,1101113,T1101113.jpg,13,1,1,
146,146,2,T1,10,1101213,T1101213.jpg,13,1,2,
147,147,3,T1,10,1101313,T1101313.jpg,13,1,3,
148,148,4,T1,10,1101413,T1101413.jpg,13,1,4,
149,149,5,T1,10,1102113,T1102113.jpg,13,2,1,
150,150,6,T1,10,1102213,T1102213.jpg,13,2,2,
151,151,7,T1,10,1102313,T1102313.jpg,13,2,3,
152,152,8,T1,10,1102413,T1102413.jpg,13,2,4,
153,153,9,T1,10,1103113,T1103113.jpg,13,3,1,
154,154,10,T1,10,1103213,T1103213.jpg,13,3,2,
155,155,11,T1,10,1103313,T1103313.jpg,13,3,3,
156,156,12,T1,10,1103413,T1103413.jpg,13,3,4,
157,157,1,T1,10,1101114,T1101114.jpg,14,1,1,
158,158,2,T1,10,1101214,T1101214.jpg,14,1,2,
159,159,3,T1,10,1101314,T1101314.jpg,14,1,3,
160,160,4,T1,10,1101414,T1101414.jpg,14,1,4,
161,161,5,T1,10,1102114,T1102114.jpg,14,2,1,
162,162,6,T1,10,1102214,T1102214.jpg,14,2,2,
163,163,7,T1,10,1102314,T1102314.jpg,14,2,3,
164,164,8,T1,10,1102414,T1102414.jpg,14,2,4,
165,165,9,T1,10,1103114,T1103114.jpg,14,3,1,
166,166,10,T1,10,1103214,T1103214.jpg,14,3,2,
167,167,11,T1,10,1103314,T1103314.jpg,14,3,3,
168,168,12,T1,10,1103414,T1103414.jpg,14,3,4,
169,169,1,T1,10,1101115,T1101115.jpg,15,1,1,
170,170,2,T1,10,1101215,T1101215.jpg,15,1,2,
171,171,3,T1,10,1101315,T1101315.jpg,15,1,3,
172,172,4,T1,10,1101415,T1101415.jpg,15,1,4,
173,173,5,T1,10,1102115,T1102115.jpg,15,2,1,
174,174,6,T1,10,1102215,T1102215.jpg,15,2,2,
175,175,7,T1,10,1102315,T1102315.jpg,15,2,3,
176,176,8,T1,10,1102415,T1102415.jpg,15,2,4,
177,177,9,T1,10,1103115,T1103115.jpg,15,3,1,
178,178,10,T1,10,1103215,T1103215.jpg,15,3,2,
179,179,11,T1,10,1103315,T1103315.jpg,15,3,3,
180,180,12,T1,10,1103415,T1103415.jpg,15,3,4,
181,181,1,T1,10,1101116,T1101116.jpg,16,1,1,
182,182,2,T1,10,1101216,T1101216.jpg,16,1,2,
183,183,3,T1,10,1101316,T1101316.jpg,16,1,3,
184,184,4,T1,10,1101416,T1101416.jpg,16,1,4,
185,185,5,T1,10,1102116,T1102116.jpg,16,2,1,
186,186,6,T1,10,1102216,T1102216.jpg,16,2,2,
187,187,7,T1,10,1102316,T1102316.jpg,16,2,3,
188,188,8,T1,10,1102416,T1102416.jpg,16,2,4,
189,189,9,T1,10,1103116,T1103116.jpg,16,3,1,
190,190,10,T1,10,1103216,T1103216.jpg,16,3,2,
191,191,11,T1,10,1103316,T1103316.jpg,16,3,3,
192,192,12,T1,10,1103416,T1103416.jpg,16,3,4,
193,1,1,P2,10,210111,P210111.jpg,1,1,1,
194,2,2,P2,10,210121,P210121.jpg,1,1,2,
195,3,3,P2,10,210131,P210131.jpg,1,1,3,
196,4,4,P2,10,210141,P210141.jpg,1,1,4,
197,5,5,P2,10,210211,P210211.jpg,1,2,1,
198,6,6,P2,10,210221,P210221.jpg,1,2,2,
199,7,7,P2,10,210231,P210231.jpg,1,2,3,
200,8,8,P2,10,210241,P210241.jpg,1,2,4,
201,9,9,P2,10,210311,P210311.jpg,1,3,1,
202,10,10,P2,10,210321,P210321.jpg,1,3,2,
203,11,11,P2,10,210331,P210331.jpg,1,3,3,
204,12,12,P2,10,210341,P210341.jpg,1,3,4,
205,13,1,P2,10,210112,P210112.jpg,2,1,1,
206,14,2,P2,10,210122,P210122.jpg,2,1,2,
207,15,3,P2,10,210132,P210132.jpg,2,1,3,
208,16,4,P2,10,210142,P210142.jpg,2,1,4,
209,17,5,P2,10,210212,P210212.jpg,2,2,1,
210,18,6,P2,10,210222,P210222.jpg,2,2,2,
211,19,7,P2,10,210232,P210232.jpg,2,2,3,
212,20,8,P2,10,210242,P210242.jpg,2,2,4,
213,21,9,P2,10,210312,P210312.jpg,2,3,1,
214,22,10,P2,10,210322,P210322.jpg,2,3,2,
215,23,11,P2,10,210332,P210332.jpg,2,3,3,
216,24,12,P2,10,210342,P210342.jpg,2,3,4,
217,25,1,P2,10,210113,P210113.jpg,3,1,1,
218,26,2,P2,10,210123,P210123.jpg,3,1,2,
219,27,3,P2,10,210133,P210133.jpg,3,1,3,
220,28,4,P2,10,210143,P210143.jpg,3,1,4,
221,29,5,P2,10,210213,P210213.jpg,3,2,1,
222,30,6,P2,10,210223,P210223.jpg,3,2,2,
223,31,7,P2,10,210233,P210233.jpg,3,2,3,
224,32,8,P2,10,210243,P210243.jpg,3,2,4,
225,33,9,P2,10,210313,P210313.jpg,3,3,1,
226,34,10,P2,10,210323,P210323.jpg,3,3,2,
227,35,11,P2,10,210333,P210333.jpg,3,3,3,
228,36,12,P2,10,210343,P210343.jpg,3,3,4,
229,37,1,P2,10,210114,P210114.jpg,4,1,1,
230,38,2,P2,10,210124,P210124.jpg,4,1,2,
231,39,3,P2,10,210134,P210134.jpg,4,1,3,
232,40,4,P2,10,210144,P210144.jpg,4,1,4,
233,41,5,P2,10,210214,P210214.jpg,4,2,1,
234,42,6,P2,10,210224,P210224.jpg,4,2,2,
235,43,7,P2,10,210234,P210234.jpg,4,2,3,
236,44,8,P2,10,210244,P210244.jpg,4,2,4,
237,45,9,P2,10,210314,P210314.jpg,4,3,1,
238,46,10,P2,10,210324,P210324.jpg,4,3,2,
239,47,11,P2,10,210334,P210334.jpg,4,3,3,
240,48,12,P2,10,210344,P210344.jpg,4,3,4,
241,49,1,P2,10,210115,P210115.jpg,5,1,1,
242,50,2,P2,10,210125,P210125.jpg,5,1,2,
243,51,3,P2,10,210135,P210135.jpg,5,1,3,
244,52,4,P2,10,210145,P210145.jpg,5,1,4,
245,53,5,P2,10,210215,P210215.jpg,5,2,1,
246,54,6,P2,10,210225,P210225.jpg,5,2,2,
247,55,7,P2,10,210235,P210235.jpg,5,2,3,
248,56,8,P2,10,210245,P210245.jpg,5,2,4,
249,57,9,P2,10,210315,P210315.jpg,5,3,1,
250,58,10,P2,10,210325,P210325.jpg,5,3,2,
251,59,11,P2,10,210335,P210335.jpg,5,3,3,
252,60,12,P2,10,210346,P210346.jpg,6,3,4,
253,61,1,P2,10,210116,P210116.jpg,6,1,1,
254,62,2,P2,10,210126,P210126.jpg,6,1,2,
255,63,3,P2,10,210136,P210136.jpg,6,1,3,
256,64,4,P2,10,210146,P210146.jpg,6,1,4,
257,65,5,P2,10,210216,P210216.jpg,6,2,1,
258,66,6,P2,10,210226,P210226.jpg,6,2,2,
259,67,7,P2,10,210236,P210236.jpg,6,2,3,
260,68,8,P2,10,210246,P210246.jpg,6,2,4,
261,69,9,P2,10,210316,P210316.jpg,6,3,1,
262,70,10,P2,10,210326,P210326.jpg,6,3,2,
263,71,11,P2,10,210336,P210336.jpg,6,3,3,
264,72,12,P2,10,210346,P210346.jpg,6,3,4,
265,73,1,P2,10,210117,P210117.jpg,7,1,1,
266,74,2,P2,10,210127,P210127.jpg,7,1,2,
267,75,3,P2,10,210137,P210137.jpg,7,1,3,
268,76,4,P2,10,210147,P210147.jpg,7,1,4,
269,77,5,P2,10,210217,P210217.jpg,7,2,1,
270,78,6,P2,10,210227,P210227.jpg,7,2,2,
271,79,7,P2,10,210237,P210237.jpg,7,2,3,
272,80,8,P2,10,210247,P210247.jpg,7,2,4,
273,81,9,P2,10,210317,P210317.jpg,7,3,1,
274,82,10,P2,10,210327,P210327.jpg,7,3,2,
275,83,11,P2,10,210337,P210337.jpg,7,3,3,
276,84,12,P2,10,210347,P210347.jpg,7,3,4,
277,85,1,P2,10,210118,P210118.jpg,8,1,1,
278,86,2,P2,10,210128,P210128.jpg,8,1,2,
279,87,3,P2,10,210138,P210138.jpg,8,1,3,
280,88,4,P2,10,210148,P210148.jpg,8,1,4,
281,89,5,P2,10,210218,P210218.jpg,8,2,1,
282,90,6,P2,10,210228,P210228.jpg,8,2,2,
283,91,7,P2,10,210238,P210238.jpg,8,2,3,
284,92,8,P2,10,210248,P210248.jpg,8,2,4,
285,93,9,P2,10,210318,P210318.jpg,8,3,1,
286,94,10,P2,10,210328,P210328.jpg,8,3,2,
287,95,11,P2,10,210338,P210338.jpg,8,3,3,
288,96,12,P2,10,210348,P210348.jpg,8,3,4,
289,97,1,P2,10,210119,P210119.jpg,9,1,1,
290,98,2,P2,10,210129,P210129.jpg,9,1,2,
291,99,3,P2,10,210139,P210139.jpg,9,1,3,
292,100,4,P2,10,210149,P210149.jpg,9,1,4,
293,101,5,P2,10,210219,P210219.jpg,9,2,1,
294,102,6,P2,10,210229,P210229.jpg,9,2,2,
295,103,7,P2,10,210239,P210239.jpg,9,2,3,
296,104,8,P2,10,210249,P210249.jpg,9,2,4,
297,105,9,P2,10,210319,P210319.jpg,9,3,1,
298,106,10,P2,10,210329,P210329.jpg,9,3,2,
299,107,11,P2,10,210339,P210339.jpg,9,3,3,
300,108,12,P2,10,210349,P210349.jpg,9,3,4,
301,109,1,P2,10,2101110,P2101110.jpg,10,1,1,
302,110,2,P2,10,2101210,P2101210.jpg,10,1,2,
303,111,3,P2,10,2101310,P2101310.jpg,10,1,3,
304,112,4,P2,10,2101410,P2101410.jpg,10,1,4,
305,113,5,P2,10,2102110,P2102110.jpg,10,2,1,
306,114,6,P2,10,2102210,P2102210.jpg,10,2,2,
307,115,7,P2,10,2102310,P2102310.jpg,10,2,3,
308,116,8,P2,10,2102410,P2102410.jpg,10,2,4,
309,117,9,P2,10,2103110,P2103110.jpg,10,3,1,
310,118,10,P2,10,2103210,P2103210.jpg,10,3,2,
311,119,11,P2,10,2103310,P2103310.jpg,10,3,3,
312,120,12,P2,10,2103410,P2103410.jpg,10,3,4,
313,121,1,P2,10,2101111,P2101111.jpg,11,1,1,
314,122,2,P2,10,2101211,P2101211.jpg,11,1,2,
315,123,3,P2,10,2101311,P2101311.jpg,11,1,3,
316,124,4,P2,10,2101411,P2101411.jpg,11,1,4,
317,125,5,P2,10,2102111,P2102111.jpg,11,2,1,
318,126,6,P2,10,2102211,P2102211.jpg,11,2,2,
319,127,7,P2,10,2102311,P2102311.jpg,11,2,3,
320,128,8,P2,10,2102411,P2102411.jpg,11,2,4,
321,129,9,P2,10,2103111,P2103111.jpg,11,3,1,
322,130,10,P2,10,2103211,P2103211.jpg,11,3,2,
323,131,11,P2,10,2103311,P2103311.jpg,11,3,3,
324,132,12,P2,10,2103411,P2103411.jpg,11,3,4,
325,133,1,P2,10,2101112,P2101112.jpg,12,1,1,
326,134,2,P2,10,2101212,P2101212.jpg,12,1,2,
327,135,3,P2,10,2101312,P2101312.jpg,12,1,3,
328,136,4,P2,10,2101412,P2101412.jpg,12,1,4,
329,137,5,P2,10,2102112,P2102112.jpg,12,2,1,
330,138,6,P2,10,2102212,P2102212.jpg,12,2,2,
331,139,7,P2,10,2102312,P2102312.jpg,12,2,3,
332,140,8,P2,10,2102412,P2102412.jpg,12,2,4,
333,141,9,P2,10,2103112,P2103112.jpg,12,3,1,
334,142,10,P2,10,2103212,P2103212.jpg,12,3,2,
335,143,11,P2,10,2103312,P2103312.jpg,12,3,3,
336,144,12,P2,10,2103413,P2103413.jpg,13,3,4,
337,145,1,P2,10,2101113,P2101113.jpg,13,1,1,
338,146,2,P2,10,2101213,P2101213.jpg,13,1,2,
339,147,3,P2,10,2101313,P2101313.jpg,13,1,3,
340,148,4,P2,10,2101413,P2101413.jpg,13,1,4,
341,149,5,P2,10,2102113,P2102113.jpg,13,2,1,
342,150,6,P2,10,2102213,P2102213.jpg,13,2,2,
343,151,7,P2,10,2102313,P2102313.jpg,13,2,3,
344,152,8,P2,10,2102413,P2102413.jpg,13,2,4,
345,153,9,P2,10,2103113,P2103113.jpg,13,3,1,
346,154,10,P2,10,2103213,P2103213.jpg,13,3,2,
347,155,11,P2,10,2103313,P2103313.jpg,13,3,3,
348,156,12,P2,10,2103413,P2103413.jpg,13,3,4,
349,157,1,P2,10,2101114,P2101114.jpg,14,1,1,
350,158,2,P2,10,2101214,P2101214.jpg,14,1,2,
351,159,3,P2,10,2101314,P2101314.jpg,14,1,3,
352,160,4,P2,10,2101414,P2101414.jpg,14,1,4,
353,161,5,P2,10,2102114,P2102114.jpg,14,2,1,
354,162,6,P2,10,2102214,P2102214.jpg,14,2,2,
355,163,7,P2,10,2102314,P2102314.jpg,14,2,3,
356,164,8,P2,10,2102414,P2102414.jpg,14,2,4,
357,165,9,P2,10,2103114,P2103114.jpg,14,3,1,
358,166,10,P2,10,2103214,P2103214.jpg,14,3,2,
359,167,11,P2,10,2103314,P2103314.jpg,14,3,3,
360,168,12,P2,10,2103414,P2103414.jpg,14,3,4,
361,169,1,P2,10,2101115,P2101115.jpg,15,1,1,
362,170,2,P2,10,2101215,P2101215.jpg,15,1,2,
363,171,3,P2,10,2101315,P2101315.jpg,15,1,3,
364,172,4,P2,10,2101415,P2101415.jpg,15,1,4,
365,173,5,P2,10,2102115,P2102115.jpg,15,2,1,
366,174,6,P2,10,2102215,P2102215.jpg,15,2,2,
367,175,7,P2,10,2102315,P2102315.jpg,15,2,3,
368,176,8,P2,10,2102415,P2102415.jpg,15,2,4,
369,177,9,P2,10,2103115,P2103115.jpg,15,3,1,
370,178,10,P2,10,2103215,P2103215.jpg,15,3,2,
371,179,11,P2,10,2103315,P2103315.jpg,15,3,3,
372,180,12,P2,10,2103415,P2103415.jpg,15,3,4,
373,181,1,P2,10,2101116,P2101116.jpg,16,1,1,
374,182,2,P2,10,2101216,P2101216.jpg,16,1,2,
375,183,3,P2,10,2101316,P2101316.jpg,16,1,3,
376,184,4,P2,10,2101416,P2101416.jpg,16,1,4,
377,185,5,P2,10,2102116,P2102116.jpg,16,2,1,
378,186,6,P2,10,2102216,P2102216.jpg,16,2,2,
379,187,7,P2,10,2102316,P2102316.jpg,16,2,3,
380,188,8,P2,10,2102416,P2102416.jpg,16,2,4,
381,189,9,P2,10,2103116,P2103116.jpg,16,3,1,
382,190,10,P2,10,2103216,P2103216.jpg,16,3,2,
383,191,11,P2,10,2103316,P2103316.jpg,16,3,3,
384,192,12,P2,10,2103416,P2103416.jpg,16,3,4,
385,1,1,T1,11,111111,T111111.jpg,1,1,1,
386,2,2,T1,11,111121,T111121.jpg,1,1,2,
387,3,3,T1,11,111131,T111131.jpg,1,1,3,
388,4,4,T1,11,111141,T111141.jpg,1,1,4,
389,5,5,T1,11,111211,T111211.jpg,1,2,1,
390,6,6,T1,11,111221,T111221.jpg,1,2,2,
391,7,7,T1,11,111231,T111231.jpg,1,2,3,
392,8,8,T1,11,111241,T111241.jpg,1,2,4,
393,9,9,T1,11,111311,T111311.jpg,1,3,1,
394,10,10,T1,11,111321,T111321.jpg,1,3,2,
395,11,11,T1,11,111331,T111331.jpg,1,3,3,
396,12,12,T1,11,111341,T111341.jpg,1,3,4,
397,13,1,T1,11,111112,T111112.jpg,2,1,1,
398,14,2,T1,11,111122,T111122.jpg,2,1,2,
399,15,3,T1,11,111132,T111132.jpg,2,1,3,
400,16,4,T1,11,111142,T111142.jpg,2,1,4,
401,17,5,T1,11,111212,T111212.jpg,2,2,1,
402,18,6,T1,11,111222,T111222.jpg,2,2,2,
403,19,7,T1,11,111232,T111232.jpg,2,2,3,
404,20,8,T1,11,111242,T111242.jpg,2,2,4,
405,21,9,T1,11,111312,T111312.jpg,2,3,1,
406,22,10,T1,11,111322,T111322.jpg,2,3,2,
407,23,11,T1,11,111332,T111332.jpg,2,3,3,
408,24,12,T1,11,111342,T111342.jpg,2,3,4,
409,25,1,T1,11,111113,T111113.jpg,3,1,1,
410,26,2,T1,11,111123,T111123.jpg,3,1,2,
411,27,3,T1,11,111133,T111133.jpg,3,1,3,
412,28,4,T1,11,111143,T111143.jpg,3,1,4,
413,29,5,T1,11,111213,T111213.jpg,3,2,1,
414,30,6,T1,11,111223,T111223.jpg,3,2,2,
415,31,7,T1,11,111233,T111233.jpg,3,2,3,
416,32,8,T1,11,111243,T111243.jpg,3,2,4,
417,33,9,T1,11,111313,T111313.jpg,3,3,1,
418,34,10,T1,11,111323,T111323.jpg,3,3,2,
419,35,11,T1,11,111333,T111333.jpg,3,3,3,
420,36,12,T1,11,111343,T111343.jpg,3,3,4,
421,37,1,T1,11,111114,T111114.jpg,4,1,1,
422,38,2,T1,11,111124,T111124.jpg,4,1,2,
423,39,3,T1,11,111134,T111134.jpg,4,1,3,
424,40,4,T1,11,111144,T111144.jpg,4,1,4,
425,41,5,T1,11,111214,T111214.jpg,4,2,1,
426,42,6,T1,11,111224,T111224.jpg,4,2,2,
427,43,7,T1,11,111234,T111234.jpg,4,2,3,
428,44,8,T1,11,111244,T111244.jpg,4,2,4,
429,45,9,T1,11,111314,T111314.jpg,4,3,1,
430,46,10,T1,11,111324,T111324.jpg,4,3,2,
431,47,11,T1,11,111334,T111334.jpg,4,3,3,
432,48,12,T1,11,111344,T111344.jpg,4,3,4,
433,49,1,T1,11,111115,T111115.jpg,5,1,1,
434,50,2,T1,11,111125,T111125.jpg,5,1,2,
435,51,3,T1,11,111135,T111135.jpg,5,1,3,
436,52,4,T1,11,111145,T111145.jpg,5,1,4,
437,53,5,T1,11,111215,T111215.jpg,5,2,1,
438,54,6,T1,11,111225,T111225.jpg,5,2,2,
439,55,7,T1,11,111235,T111235.jpg,5,2,3,
440,56,8,T1,11,111245,T111245.jpg,5,2,4,
441,57,9,T1,11,111315,T111315.jpg,5,3,1,
442,58,10,T1,11,111325,T111325.jpg,5,3,2,
443,59,11,T1,11,111335,T111335.jpg,5,3,3,
444,60,12,T1,11,111346,T111346.jpg,6,3,4,
445,61,1,T1,11,111116,T111116.jpg,6,1,1,
446,62,2,T1,11,111126,T111126.jpg,6,1,2,
447,63,3,T1,11,111136,T111136.jpg,6,1,3,
448,64,4,T1,11,111146,T111146.jpg,6,1,4,
449,65,5,T1,11,111216,T111216.jpg,6,2,1,
450,66,6,T1,11,111226,T111226.jpg,6,2,2,
451,67,7,T1,11,111236,T111236.jpg,6,2,3,
452,68,8,T1,11,111246,T111246.jpg,6,2,4,
453,69,9,T1,11,111316,T111316.jpg,6,3,1,
454,70,10,T1,11,111326,T111326.jpg,6,3,2,
455,71,11,T1,11,111336,T111336.jpg,6,3,3,
456,72,12,T1,11,111346,T111346.jpg,6,3,4,
457,73,1,T1,11,111117,T111117.jpg,7,1,1,
458,74,2,T1,11,111127,T111127.jpg,7,1,2,
459,75,3,T1,11,111137,T111137.jpg,7,1,3,
460,76,4,T1,11,111147,T111147.jpg,7,1,4,
461,77,5,T1,11,111217,T111217.jpg,7,2,1,
462,78,6,T1,11,111227,T111227.jpg,7,2,2,
463,79,7,T1,11,111237,T111237.jpg,7,2,3,
464,80,8,T1,11,111247,T111247.jpg,7,2,4,
465,81,9,T1,11,111317,T111317.jpg,7,3,1,
466,82,10,T1,11,111327,T111327.jpg,7,3,2,
467,83,11,T1,11,111337,T111337.jpg,7,3,3,
468,84,12,T1,11,111347,T111347.jpg,7,3,4,
469,85,1,T1,11,111118,T111118.jpg,8,1,1,
